TrtID,TrtCode,Treatment,Site,Crop,MD,Rep,Trap,SiteID,Week,Count,Date,Days
2,B,Ppo,Kettleman,Alm,No,2,322,3,28,11,07/11/2017,5
2,B,Ppo,Kettleman,Alm,No,3,333,3,28,13,07/11/2017,5
2,B,Ppo,Kettleman,Alm,No,4,345,3,28,23,07/11/2017,5
2,B,Ppo,Kettleman,Alm,No,5,351,3,28,11,07/11/2017,5
2,B,Ppo,Kettleman,Alm,No,6,362,3,28,0,07/11/2017,5
2,B,Ppo,Kettleman,Alm,No,7,375,3,28,14,07/11/2017,5
2,B,Ppo,Kettleman,Alm,No,8,382,3,28,11,07/11/2017,5
3,C,PpoCombo,Kettleman,Alm,No,1,311,3,28,27,07/11/2017,5
3,C,PpoCombo,Kettleman,Alm,No,2,325,3,28,0,07/11/2017,5
3,C,PpoCombo,Kettleman,Alm,No,3,334,3,28,24,07/11/2017,5
3,C,PpoCombo,Kettleman,Alm,No,4,344,3,28,24,07/11/2017,5
3,C,PpoCombo,Kettleman,Alm,No,5,354,3,28,24,07/11/2017,5
3,C,PpoCombo,Kettleman,Alm,No,6,364,3,28,30,07/11/2017,5
3,C,PpoCombo,Kettleman,Alm,No,7,372,3,28,15,07/11/2017,5
3,C,PpoCombo,Kettleman,Alm,No,8,383,3,28,17,07/11/2017,5
4,D,StopNow,Kettleman,Alm,No,1,312,3,28,0,07/11/2017,5
4,D,StopNow,Kettleman,Alm,No,2,323,3,28,0,07/11/2017,5
4,D,StopNow,Kettleman,Alm,No,3,335,3,28,1,07/11/2017,5
4,D,StopNow,Kettleman,Alm,No,4,342,3,28,3,07/11/2017,5
4,D,StopNow,Kettleman,Alm,No,5,353,3,28,0,07/11/2017,5
4,D,StopNow,Kettleman,Alm,No,6,365,3,28,0,07/11/2017,5
4,D,StopNow,Kettleman,Alm,No,7,373,3,28,0,07/11/2017,5
4,D,StopNow,Kettleman,Alm,No,8,385,3,28,0,07/11/2017,5
5,E,StopNowCombo,Kettleman,Alm,No,1,313,3,28,14,07/11/2017,5
5,E,StopNowCombo,Kettleman,Alm,No,2,321,3,28,0,07/11/2017,5
5,E,StopNowCombo,Kettleman,Alm,No,3,331,3,28,0,07/11/2017,5
5,E,StopNowCombo,Kettleman,Alm,No,4,341,3,28,0,07/11/2017,5
5,E,StopNowCombo,Kettleman,Alm,No,5,352,3,28,7,07/11/2017,5
5,E,StopNowCombo,Kettleman,Alm,No,6,363,3,28,3,07/11/2017,5
5,E,StopNowCombo,Kettleman,Alm,No,7,374,3,28,7,07/11/2017,5
5,E,StopNowCombo,Kettleman,Alm,No,8,384,3,28,4,07/11/2017,5
1,A,NowBiolure,Kettleman,Pis,No,1,414,4,28,5,07/12/2017,6
1,A,NowBiolure,Kettleman,Pis,No,2,422,4,28,1,07/12/2017,6
1,A,NowBiolure,Kettleman,Pis,No,3,432,4,28,1,07/12/2017,6
1,A,NowBiolure,Kettleman,Pis,No,4,445,4,28,3,07/12/2017,6
1,A,NowBiolure,Kettleman,Pis,No,5,455,4,28,3,07/12/2017,6
1,A,NowBiolure,Kettleman,Pis,No,6,465,4,28,9,07/12/2017,6
1,A,NowBiolure,Kettleman,Pis,No,7,474,4,28,3,07/12/2017,6
1,A,NowBiolure,Kettleman,Pis,No,8,481,4,28,2,07/12/2017,6
2,B,Ppo,Kettleman,Pis,No,1,413,4,28,15,07/12/2017,6
2,B,Ppo,Kettleman,Pis,No,2,423,4,28,10,07/12/2017,6
2,B,Ppo,Kettleman,Pis,No,3,431,4,28,18,07/12/2017,6
2,B,Ppo,Kettleman,Pis,No,4,443,4,28,5,07/12/2017,6
2,B,Ppo,Kettleman,Pis,No,5,452,4,28,0,07/12/2017,6
2,B,Ppo,Kettleman,Pis,No,6,464,4,28,10,07/12/2017,6
2,B,Ppo,Kettleman,Pis,No,7,475,4,28,20,07/12/2017,6
2,B,Ppo,Kettleman,Pis,No,8,482,4,28,0,07/12/2017,6
3,C,PpoCombo,Kettleman,Pis,No,1,411,4,28,19,07/12/2017,6
3,C,PpoCombo,Kettleman,Pis,No,2,424,4,28,8,07/12/2017,6
3,C,PpoCombo,Kettleman,Pis,No,3,433,4,28,18,07/12/2017,6
3,C,PpoCombo,Kettleman,Pis,No,4,442,4,28,25,07/12/2017,6
3,C,PpoCombo,Kettleman,Pis,No,5,454,4,28,16,07/12/2017,6
3,C,PpoCombo,Kettleman,Pis,No,6,463,4,28,17,07/12/2017,6
3,C,PpoCombo,Kettleman,Pis,No,7,472,4,28,1,07/12/2017,6
3,C,PpoCombo,Kettleman,Pis,No,8,483,4,28,17,07/12/2017,6
4,D,StopNow,Kettleman,Pis,No,1,415,4,28,0,07/12/2017,6
4,D,StopNow,Kettleman,Pis,No,2,421,4,28,3,07/12/2017,6
4,D,StopNow,Kettleman,Pis,No,3,434,4,28,3,07/12/2017,6
4,D,StopNow,Kettleman,Pis,No,4,444,4,28,3,07/12/2017,6
4,D,StopNow,Kettleman,Pis,No,5,451,4,28,0,07/12/2017,6
4,D,StopNow,Kettleman,Pis,No,6,462,4,28,4,07/12/2017,6
4,D,StopNow,Kettleman,Pis,No,7,471,4,28,2,07/12/2017,6
4,D,StopNow,Kettleman,Pis,No,8,484,4,28,0,07/12/2017,6
5,E,StopNowCombo,Kettleman,Pis,No,1,412,4,28,8,07/12/2017,6
5,E,StopNowCombo,Kettleman,Pis,No,2,425,4,28,9,07/12/2017,6
5,E,StopNowCombo,Kettleman,Pis,No,3,435,4,28,14,07/12/2017,6
5,E,StopNowCombo,Kettleman,Pis,No,4,441,4,28,4,07/12/2017,6
5,E,StopNowCombo,Kettleman,Pis,No,5,453,4,28,4,07/12/2017,6
5,E,StopNowCombo,Kettleman,Pis,No,6,461,4,28,6,07/12/2017,6
5,E,StopNowCombo,Kettleman,Pis,No,7,473,4,28,0,07/12/2017,6
5,E,StopNowCombo,Kettleman,Pis,No,8,485,4,28,6,07/12/2017,6
1,A,NowBiolure,VistaVerde,Alm,Yes,1,115,1,28,0,07/14/2017,9
1,A,NowBiolure,VistaVerde,Alm,Yes,2,121,1,28,0,07/14/2017,9
1,A,NowBiolure,VistaVerde,Alm,Yes,3,131,1,28,0,07/14/2017,9
1,A,NowBiolure,VistaVerde,Alm,Yes,4,145,1,28,0,07/14/2017,9
1,A,NowBiolure,VistaVerde,Alm,Yes,5,151,1,28,0,07/14/2017,9
1,A,NowBiolure,VistaVerde,Alm,Yes,6,163,1,28,0,07/14/2017,9
1,A,NowBiolure,VistaVerde,Alm,Yes,7,175,1,28,0,07/14/2017,9
1,A,NowBiolure,VistaVerde,Alm,Yes,8,181,1,28,0,07/14/2017,9
2,B,Ppo,VistaVerde,Alm,Yes,1,114,1,28,2,07/14/2017,9
2,B,Ppo,VistaVerde,Alm,Yes,2,125,1,28,6,07/14/2017,9
2,B,Ppo,VistaVerde,Alm,Yes,3,135,1,28,3,07/14/2017,9
2,B,Ppo,VistaVerde,Alm,Yes,4,143,1,28,2,07/14/2017,9
2,B,Ppo,VistaVerde,Alm,Yes,5,155,1,28,4,07/14/2017,9
2,B,Ppo,VistaVerde,Alm,Yes,6,162,1,28,,07/14/2017,9
2,B,Ppo,VistaVerde,Alm,Yes,7,174,1,28,2,07/14/2017,9
2,B,Ppo,VistaVerde,Alm,Yes,8,182,1,28,2,07/14/2017,9
3,C,PpoCombo,VistaVerde,Alm,Yes,1,111,1,28,9,07/14/2017,9
3,C,PpoCombo,VistaVerde,Alm,Yes,2,124,1,28,6,07/14/2017,9
3,C,PpoCombo,VistaVerde,Alm,Yes,3,133,1,28,5,07/14/2017,9
3,C,PpoCombo,VistaVerde,Alm,Yes,4,142,1,28,10,07/14/2017,9
3,C,PpoCombo,VistaVerde,Alm,Yes,5,152,1,28,3,07/14/2017,9
3,C,PpoCombo,VistaVerde,Alm,Yes,6,164,1,28,10,07/14/2017,9
3,C,PpoCombo,VistaVerde,Alm,Yes,7,173,1,28,5,07/14/2017,9
3,C,PpoCombo,VistaVerde,Alm,Yes,8,183,1,28,9,07/14/2017,9
4,D,StopNow,VistaVerde,Alm,Yes,1,112,1,28,0,07/14/2017,9
4,D,StopNow,VistaVerde,Alm,Yes,2,123,1,28,0,07/14/2017,9
4,D,StopNow,VistaVerde,Alm,Yes,3,132,1,28,0,07/14/2017,9
4,D,StopNow,VistaVerde,Alm,Yes,4,141,1,28,0,07/14/2017,9
4,D,StopNow,VistaVerde,Alm,Yes,5,154,1,28,0,07/14/2017,9
4,D,StopNow,VistaVerde,Alm,Yes,6,165,1,28,0,07/14/2017,9
4,D,StopNow,VistaVerde,Alm,Yes,7,171,1,28,0,07/14/2017,9
4,D,StopNow,VistaVerde,Alm,Yes,8,185,1,28,1,07/14/2017,9
5,E,StopNowCombo,VistaVerde,Alm,Yes,1,113,1,28,0,07/14/2017,9
5,E,StopNowCombo,VistaVerde,Alm,Yes,2,122,1,28,2,07/14/2017,9
5,E,StopNowCombo,VistaVerde,Alm,Yes,3,134,1,28,0,07/14/2017,9
5,E,StopNowCombo,VistaVerde,Alm,Yes,4,144,1,28,0,07/14/2017,9
5,E,StopNowCombo,VistaVerde,Alm,Yes,5,153,1,28,3,07/14/2017,9
5,E,StopNowCombo,VistaVerde,Alm,Yes,6,161,1,28,0,07/14/2017,9
5,E,StopNowCombo,VistaVerde,Alm,Yes,7,172,1,28,0,07/14/2017,9
5,E,StopNowCombo,VistaVerde,Alm,Yes,8,184,1,28,0,07/14/2017,9
1,A,NowBiolure,VistaVerde,Pis,Yes,1,214,2,28,0,07/14/2017,9
1,A,NowBiolure,VistaVerde,Pis,Yes,2,221,2,28,0,07/14/2017,9
1,A,NowBiolure,VistaVerde,Pis,Yes,3,233,2,28,1,07/14/2017,9
1,A,NowBiolure,VistaVerde,Pis,Yes,4,245,2,28,0,07/14/2017,9
1,A,NowBiolure,VistaVerde,Pis,Yes,5,255,2,28,0,07/14/2017,9
1,A,NowBiolure,VistaVerde,Pis,Yes,6,265,2,28,0,07/14/2017,9
1,A,NowBiolure,VistaVerde,Pis,Yes,7,273,2,28,0,07/14/2017,9
1,A,NowBiolure,VistaVerde,Pis,Yes,8,285,2,28,0,07/14/2017,9
2,B,Ppo,VistaVerde,Pis,Yes,1,212,2,28,7,07/14/2017,9
2,B,Ppo,VistaVerde,Pis,Yes,2,222,2,28,9,07/14/2017,9
2,B,Ppo,VistaVerde,Pis,Yes,3,232,2,28,4,07/14/2017,9
2,B,Ppo,VistaVerde,Pis,Yes,4,243,2,28,5,07/14/2017,9
2,B,Ppo,VistaVerde,Pis,Yes,5,252,2,28,11,07/14/2017,9
2,B,Ppo,VistaVerde,Pis,Yes,6,264,2,28,8,07/14/2017,9
2,B,Ppo,VistaVerde,Pis,Yes,7,272,2,28,9,07/14/2017,9
2,B,Ppo,VistaVerde,Pis,Yes,8,283,2,28,23,07/14/2017,9
3,C,PpoCombo,VistaVerde,Pis,Yes,1,213,2,28,12,07/14/2017,9
3,C,PpoCombo,VistaVerde,Pis,Yes,2,225,2,28,29,07/14/2017,9
3,C,PpoCombo,VistaVerde,Pis,Yes,3,231,2,28,11,07/14/2017,9
3,C,PpoCombo,VistaVerde,Pis,Yes,4,241,2,28,10,07/14/2017,9
3,C,PpoCombo,VistaVerde,Pis,Yes,5,254,2,28,15,07/14/2017,9
3,C,PpoCombo,VistaVerde,Pis,Yes,6,263,2,28,29,07/14/2017,9
3,C,PpoCombo,VistaVerde,Pis,Yes,7,271,2,28,19,07/14/2017,9
3,C,PpoCombo,VistaVerde,Pis,Yes,8,284,2,28,26,07/14/2017,9
4,D,StopNow,VistaVerde,Pis,Yes,1,211,2,28,2,07/14/2017,9
4,D,StopNow,VistaVerde,Pis,Yes,2,223,2,28,10,07/14/2017,9
4,D,StopNow,VistaVerde,Pis,Yes,3,234,2,28,5,07/14/2017,9
4,D,StopNow,VistaVerde,Pis,Yes,4,242,2,28,8,07/14/2017,9
4,D,StopNow,VistaVerde,Pis,Yes,5,251,2,28,3,07/14/2017,9
4,D,StopNow,VistaVerde,Pis,Yes,6,262,2,28,4,07/14/2017,9
4,D,StopNow,VistaVerde,Pis,Yes,7,274,2,28,1,07/14/2017,9
4,D,StopNow,VistaVerde,Pis,Yes,8,281,2,28,5,07/14/2017,9
5,E,StopNowCombo,VistaVerde,Pis,Yes,1,215,2,28,16,07/14/2017,9
5,E,StopNowCombo,VistaVerde,Pis,Yes,2,224,2,28,14,07/14/2017,9
5,E,StopNowCombo,VistaVerde,Pis,Yes,3,235,2,28,11,07/14/2017,9
5,E,StopNowCombo,VistaVerde,Pis,Yes,4,244,2,28,8,07/14/2017,9
5,E,StopNowCombo,VistaVerde,Pis,Yes,5,253,2,28,9,07/14/2017,9
5,E,StopNowCombo,VistaVerde,Pis,Yes,6,261,2,28,8,07/14/2017,9
5,E,StopNowCombo,VistaVerde,Pis,Yes,7,275,2,28,7,07/14/2017,9
5,E,StopNowCombo,VistaVerde,Pis,Yes,8,282,2,28,14,07/14/2017,9
1,A,NowBiolure,Kettleman,Alm,No,1,314,3,29,3,07/20/2017,9
1,A,NowBiolure,Kettleman,Alm,No,2,324,3,29,3,07/20/2017,9
1,A,NowBiolure,Kettleman,Alm,No,3,332,3,29,1,07/20/2017,9
1,A,NowBiolure,Kettleman,Alm,No,4,343,3,29,4,07/20/2017,9
1,A,NowBiolure,Kettleman,Alm,No,5,355,3,29,0,07/20/2017,9
1,A,NowBiolure,Kettleman,Alm,No,6,361,3,29,6,07/20/2017,9
1,A,NowBiolure,Kettleman,Alm,No,7,371,3,29,5,07/20/2017,9
1,A,NowBiolure,Kettleman,Alm,No,8,381,3,29,1,07/20/2017,9
2,B,Ppo,Kettleman,Alm,No,1,315,3,29,15,07/20/2017,9
2,B,Ppo,Kettleman,Alm,No,2,322,3,29,5,07/20/2017,9
2,B,Ppo,Kettleman,Alm,No,3,333,3,29,5,07/20/2017,9
2,B,Ppo,Kettleman,Alm,No,4,345,3,29,16,07/20/2017,9
2,B,Ppo,Kettleman,Alm,No,5,351,3,29,12,07/20/2017,9
2,B,Ppo,Kettleman,Alm,No,6,362,3,29,14,07/20/2017,9
2,B,Ppo,Kettleman,Alm,No,7,375,3,29,14,07/20/2017,9
2,B,Ppo,Kettleman,Alm,No,8,382,3,29,0,07/20/2017,9
3,C,PpoCombo,Kettleman,Alm,No,1,311,3,29,12,07/20/2017,9
3,C,PpoCombo,Kettleman,Alm,No,2,325,3,29,20,07/20/2017,9
3,C,PpoCombo,Kettleman,Alm,No,3,334,3,29,19,07/20/2017,9
3,C,PpoCombo,Kettleman,Alm,No,4,344,3,29,16,07/20/2017,9
3,C,PpoCombo,Kettleman,Alm,No,5,354,3,29,18,07/20/2017,9
3,C,PpoCombo,Kettleman,Alm,No,6,364,3,29,23,07/20/2017,9
3,C,PpoCombo,Kettleman,Alm,No,7,372,3,29,12,07/20/2017,9
3,C,PpoCombo,Kettleman,Alm,No,8,383,3,29,5,07/20/2017,9
4,D,StopNow,Kettleman,Alm,No,1,312,3,29,0,07/20/2017,9
4,D,StopNow,Kettleman,Alm,No,2,323,3,29,0,07/20/2017,9
4,D,StopNow,Kettleman,Alm,No,3,335,3,29,2,07/20/2017,9
4,D,StopNow,Kettleman,Alm,No,4,342,3,29,2,07/20/2017,9
4,D,StopNow,Kettleman,Alm,No,5,353,3,29,2,07/20/2017,9
4,D,StopNow,Kettleman,Alm,No,6,365,3,29,2,07/20/2017,9
4,D,StopNow,Kettleman,Alm,No,7,373,3,29,3,07/20/2017,9
4,D,StopNow,Kettleman,Alm,No,8,385,3,29,1,07/20/2017,9
5,E,StopNowCombo,Kettleman,Alm,No,1,313,3,29,2,07/20/2017,9
5,E,StopNowCombo,Kettleman,Alm,No,2,321,3,29,6,07/20/2017,9
5,E,StopNowCombo,Kettleman,Alm,No,3,331,3,29,3,07/20/2017,9
5,E,StopNowCombo,Kettleman,Alm,No,4,341,3,29,5,07/20/2017,9
5,E,StopNowCombo,Kettleman,Alm,No,5,352,3,29,3,07/20/2017,9
5,E,StopNowCombo,Kettleman,Alm,No,6,363,3,29,9,07/20/2017,9
5,E,StopNowCombo,Kettleman,Alm,No,7,374,3,29,5,07/20/2017,9
5,E,StopNowCombo,Kettleman,Alm,No,8,384,3,29,5,07/20/2017,9
1,A,NowBiolure,Kettleman,Pis,No,1,414,4,29,0,07/20/2017,8
1,A,NowBiolure,Kettleman,Pis,No,2,422,4,29,0,07/20/2017,8
1,A,NowBiolure,Kettleman,Pis,No,3,432,4,29,1,07/20/2017,8
1,A,NowBiolure,Kettleman,Pis,No,4,445,4,29,0,07/20/2017,8
1,A,NowBiolure,Kettleman,Pis,No,5,455,4,29,0,07/20/2017,8
1,A,NowBiolure,Kettleman,Pis,No,6,465,4,29,0,07/20/2017,8
1,A,NowBiolure,Kettleman,Pis,No,7,474,4,29,3,07/20/2017,8
1,A,NowBiolure,Kettleman,Pis,No,8,481,4,29,0,07/20/2017,8
2,B,Ppo,Kettleman,Pis,No,1,413,4,29,3,07/20/2017,8
2,B,Ppo,Kettleman,Pis,No,2,423,4,29,3,07/20/2017,8
2,B,Ppo,Kettleman,Pis,No,3,431,4,29,5,07/20/2017,8
2,B,Ppo,Kettleman,Pis,No,4,443,4,29,12,07/20/2017,8
2,B,Ppo,Kettleman,Pis,No,5,452,4,29,5,07/20/2017,8
2,B,Ppo,Kettleman,Pis,No,6,464,4,29,8,07/20/2017,8
2,B,Ppo,Kettleman,Pis,No,7,475,4,29,11,07/20/2017,8
2,B,Ppo,Kettleman,Pis,No,8,482,4,29,4,07/20/2017,8
3,C,PpoCombo,Kettleman,Pis,No,1,411,4,29,15,07/20/2017,8
3,C,PpoCombo,Kettleman,Pis,No,2,424,4,29,1,07/20/2017,8
3,C,PpoCombo,Kettleman,Pis,No,3,433,4,29,10,07/20/2017,8
3,C,PpoCombo,Kettleman,Pis,No,4,442,4,29,15,07/20/2017,8
3,C,PpoCombo,Kettleman,Pis,No,5,454,4,29,21,07/20/2017,8
3,C,PpoCombo,Kettleman,Pis,No,6,463,4,29,15,07/20/2017,8
3,C,PpoCombo,Kettleman,Pis,No,7,472,4,29,22,07/20/2017,8
3,C,PpoCombo,Kettleman,Pis,No,8,483,4,29,13,07/20/2017,8
4,D,StopNow,Kettleman,Pis,No,1,415,4,29,0,07/20/2017,8
4,D,StopNow,Kettleman,Pis,No,2,421,4,29,6,07/20/2017,8
4,D,StopNow,Kettleman,Pis,No,3,434,4,29,2,07/20/2017,8
4,D,StopNow,Kettleman,Pis,No,4,444,4,29,4,07/20/2017,8
4,D,StopNow,Kettleman,Pis,No,5,451,4,29,4,07/20/2017,8
4,D,StopNow,Kettleman,Pis,No,6,462,4,29,5,07/20/2017,8
4,D,StopNow,Kettleman,Pis,No,7,471,4,29,4,07/20/2017,8
4,D,StopNow,Kettleman,Pis,No,8,484,4,29,4,07/20/2017,8
5,E,StopNowCombo,Kettleman,Pis,No,1,412,4,29,11,07/20/2017,8
5,E,StopNowCombo,Kettleman,Pis,No,2,425,4,29,5,07/20/2017,8
5,E,StopNowCombo,Kettleman,Pis,No,3,435,4,29,11,07/20/2017,8
5,E,StopNowCombo,Kettleman,Pis,No,4,441,4,29,11,07/20/2017,8
5,E,StopNowCombo,Kettleman,Pis,No,5,453,4,29,4,07/20/2017,8
5,E,StopNowCombo,Kettleman,Pis,No,6,461,4,29,5,07/20/2017,8
5,E,StopNowCombo,Kettleman,Pis,No,7,473,4,29,9,07/20/2017,8
5,E,StopNowCombo,Kettleman,Pis,No,8,485,4,29,4,07/20/2017,8
1,A,NowBiolure,VistaVerde,Alm,Yes,1,115,1,29,0,07/18/2017,4
1,A,NowBiolure,VistaVerde,Alm,Yes,2,121,1,29,0,07/18/2017,4
1,A,NowBiolure,VistaVerde,Alm,Yes,3,131,1,29,0,07/18/2017,4
1,A,NowBiolure,VistaVerde,Alm,Yes,4,145,1,29,0,07/18/2017,4
1,A,NowBiolure,VistaVerde,Alm,Yes,5,151,1,29,0,07/18/2017,4
1,A,NowBiolure,VistaVerde,Alm,Yes,6,163,1,29,0,07/18/2017,4
1,A,NowBiolure,VistaVerde,Alm,Yes,7,175,1,29,0,07/18/2017,4
1,A,NowBiolure,VistaVerde,Alm,Yes,8,181,1,29,0,07/18/2017,4
2,B,Ppo,VistaVerde,Alm,Yes,1,114,1,29,3,07/18/2017,4
2,B,Ppo,VistaVerde,Alm,Yes,2,125,1,29,8,07/18/2017,4
2,B,Ppo,VistaVerde,Alm,Yes,3,135,1,29,2,07/18/2017,4
2,B,Ppo,VistaVerde,Alm,Yes,4,143,1,29,5,07/18/2017,4
2,B,Ppo,VistaVerde,Alm,Yes,5,155,1,29,8,07/18/2017,4
2,B,Ppo,VistaVerde,Alm,Yes,6,162,1,29,0,07/18/2017,4
2,B,Ppo,VistaVerde,Alm,Yes,7,174,1,29,3,07/18/2017,4
2,B,Ppo,VistaVerde,Alm,Yes,8,182,1,29,0,07/18/2017,4
3,C,PpoCombo,VistaVerde,Alm,Yes,1,111,1,29,11,07/18/2017,4
3,C,PpoCombo,VistaVerde,Alm,Yes,2,124,1,29,8,07/18/2017,4
3,C,PpoCombo,VistaVerde,Alm,Yes,3,133,1,29,7,07/18/2017,4
3,C,PpoCombo,VistaVerde,Alm,Yes,4,142,1,29,5,07/18/2017,4
3,C,PpoCombo,VistaVerde,Alm,Yes,5,152,1,29,5,07/18/2017,4
3,C,PpoCombo,VistaVerde,Alm,Yes,6,164,1,29,10,07/18/2017,4
3,C,PpoCombo,VistaVerde,Alm,Yes,7,173,1,29,13,07/18/2017,4
3,C,PpoCombo,VistaVerde,Alm,Yes,8,183,1,29,8,07/18/2017,4
4,D,StopNow,VistaVerde,Alm,Yes,1,112,1,29,0,07/18/2017,4
4,D,StopNow,VistaVerde,Alm,Yes,2,123,1,29,0,07/18/2017,4
4,D,StopNow,VistaVerde,Alm,Yes,3,132,1,29,0,07/18/2017,4
4,D,StopNow,VistaVerde,Alm,Yes,4,141,1,29,0,07/18/2017,4
4,D,StopNow,VistaVerde,Alm,Yes,5,154,1,29,0,07/18/2017,4
4,D,StopNow,VistaVerde,Alm,Yes,6,165,1,29,0,07/18/2017,4
4,D,StopNow,VistaVerde,Alm,Yes,7,171,1,29,0,07/18/2017,4
4,D,StopNow,VistaVerde,Alm,Yes,8,185,1,29,0,07/18/2017,4
5,E,StopNowCombo,VistaVerde,Alm,Yes,1,113,1,29,0,07/18/2017,4
5,E,StopNowCombo,VistaVerde,Alm,Yes,2,122,1,29,0,07/18/2017,4
5,E,StopNowCombo,VistaVerde,Alm,Yes,3,134,1,29,0,07/18/2017,4
5,E,StopNowCombo,VistaVerde,Alm,Yes,4,144,1,29,4,07/18/2017,4
5,E,StopNowCombo,VistaVerde,Alm,Yes,5,153,1,29,0,07/18/2017,4
5,E,StopNowCombo,VistaVerde,Alm,Yes,6,161,1,29,0,07/18/2017,4
5,E,StopNowCombo,VistaVerde,Alm,Yes,7,172,1,29,2,07/18/2017,4
5,E,StopNowCombo,VistaVerde,Alm,Yes,8,184,1,29,0,07/18/2017,4
1,A,NowBiolure,VistaVerde,Pis,Yes,1,214,2,29,0,07/18/2017,4
1,A,NowBiolure,VistaVerde,Pis,Yes,2,221,2,29,0,07/18/2017,4
1,A,NowBiolure,VistaVerde,Pis,Yes,3,233,2,29,0,07/18/2017,4
1,A,NowBiolure,VistaVerde,Pis,Yes,4,245,2,29,0,07/18/2017,4
1,A,NowBiolure,VistaVerde,Pis,Yes,5,255,2,29,0,07/18/2017,4
1,A,NowBiolure,VistaVerde,Pis,Yes,6,265,2,29,0,07/18/2017,4
1,A,NowBiolure,VistaVerde,Pis,Yes,7,273,2,29,0,07/18/2017,4
1,A,NowBiolure,VistaVerde,Pis,Yes,8,285,2,29,0,07/18/2017,4
2,B,Ppo,VistaVerde,Pis,Yes,1,212,2,29,1,07/18/2017,4
2,B,Ppo,VistaVerde,Pis,Yes,2,222,2,29,8,07/18/2017,4
2,B,Ppo,VistaVerde,Pis,Yes,3,232,2,29,5,07/18/2017,4
2,B,Ppo,VistaVerde,Pis,Yes,4,243,2,29,1,07/18/2017,4
2,B,Ppo,VistaVerde,Pis,Yes,5,252,2,29,2,07/18/2017,4
2,B,Ppo,VistaVerde,Pis,Yes,6,264,2,29,2,07/18/2017,4
2,B,Ppo,VistaVerde,Pis,Yes,7,272,2,29,2,07/18/2017,4
2,B,Ppo,VistaVerde,Pis,Yes,8,283,2,29,2,07/18/2017,4
3,C,PpoCombo,VistaVerde,Pis,Yes,1,213,2,29,2,07/18/2017,4
3,C,PpoCombo,VistaVerde,Pis,Yes,2,225,2,29,17,07/18/2017,4
3,C,PpoCombo,VistaVerde,Pis,Yes,3,231,2,29,2,07/18/2017,4
3,C,PpoCombo,VistaVerde,Pis,Yes,4,241,2,29,6,07/18/2017,4
3,C,PpoCombo,VistaVerde,Pis,Yes,5,254,2,29,4,07/18/2017,4
3,C,PpoCombo,VistaVerde,Pis,Yes,6,263,2,29,5,07/18/2017,4
3,C,PpoCombo,VistaVerde,Pis,Yes,7,271,2,29,5,07/18/2017,4
3,C,PpoCombo,VistaVerde,Pis,Yes,8,284,2,29,3,07/18/2017,4
4,D,StopNow,VistaVerde,Pis,Yes,1,211,2,29,1,07/18/2017,4
4,D,StopNow,VistaVerde,Pis,Yes,2,223,2,29,0,07/18/2017,4
4,D,StopNow,VistaVerde,Pis,Yes,3,234,2,29,3,07/18/2017,4
4,D,StopNow,VistaVerde,Pis,Yes,4,242,2,29,1,07/18/2017,4
4,D,StopNow,VistaVerde,Pis,Yes,5,251,2,29,0,07/18/2017,4
4,D,StopNow,VistaVerde,Pis,Yes,6,262,2,29,0,07/18/2017,4
4,D,StopNow,VistaVerde,Pis,Yes,7,274,2,29,0,07/18/2017,4
4,D,StopNow,VistaVerde,Pis,Yes,8,281,2,29,2,07/18/2017,4
5,E,StopNowCombo,VistaVerde,Pis,Yes,1,215,2,29,2,07/18/2017,4
5,E,StopNowCombo,VistaVerde,Pis,Yes,2,224,2,29,0,07/18/2017,4
5,E,StopNowCombo,VistaVerde,Pis,Yes,3,235,2,29,2,07/18/2017,4
5,E,StopNowCombo,VistaVerde,Pis,Yes,4,244,2,29,0,07/18/2017,4
5,E,StopNowCombo,VistaVerde,Pis,Yes,5,253,2,29,2,07/18/2017,4
5,E,StopNowCombo,VistaVerde,Pis,Yes,6,261,2,29,0,07/18/2017,4
5,E,StopNowCombo,VistaVerde,Pis,Yes,7,275,2,29,3,07/18/2017,4
5,E,StopNowCombo,VistaVerde,Pis,Yes,8,282,2,29,1,07/18/2017,4
1,A,NowBiolure,Kettleman,Alm,No,1,314,3,30,2,07/27/2017,7
1,A,NowBiolure,Kettleman,Alm,No,2,324,3,30,0,07/27/2017,7
1,A,NowBiolure,Kettleman,Alm,No,3,332,3,30,0,07/27/2017,7
1,A,NowBiolure,Kettleman,Alm,No,4,343,3,30,2,07/27/2017,7
1,A,NowBiolure,Kettleman,Alm,No,5,355,3,30,0,07/27/2017,7
1,A,NowBiolure,Kettleman,Alm,No,6,361,3,30,0,07/27/2017,7
1,A,NowBiolure,Kettleman,Alm,No,7,371,3,30,0,07/27/2017,7
1,A,NowBiolure,Kettleman,Alm,No,8,381,3,30,0,07/27/2017,7
2,B,Ppo,Kettleman,Alm,No,1,315,3,30,0,07/27/2017,7
2,B,Ppo,Kettleman,Alm,No,2,322,3,30,12,07/27/2017,7
2,B,Ppo,Kettleman,Alm,No,3,333,3,30,0,07/27/2017,7
2,B,Ppo,Kettleman,Alm,No,4,345,3,30,0,07/27/2017,7
2,B,Ppo,Kettleman,Alm,No,5,351,3,30,15,07/27/2017,7
2,B,Ppo,Kettleman,Alm,No,6,362,3,30,13,07/27/2017,7
